timestamp1,txn_count,dataset
2015-11-16 00:00:00+00:00,7442,ethereum
2015-11-17 00:00:00+00:00,7145,ethereum
2015-11-18 00:00:00+00:00,7373,ethereum
2015-11-19 00:00:00+00:00,8876,ethereum
2015-11-20 00:00:00+00:00,6348,ethereum
2015-11-21 00:00:00+00:00,6822,ethereum
2015-11-22 00:00:00+00:00,7083,ethereum
2015-11-23 00:00:00+00:00,8260,ethereum
2015-11-24 00:00:00+00:00,7152,ethereum
2015-11-25 00:00:00+00:00,7098,ethereum
2015-11-26 00:00:00+00:00,7278,ethereum
2015-11-27 00:00:00+00:00,6639,ethereum
2015-11-28 00:00:00+00:00,6817,ethereum
2015-11-29 00:00:00+00:00,6853,ethereum
2015-11-30 00:00:00+00:00,8986,ethereum
2015-12-01 00:00:00+00:00,6794,ethereum
2015-12-02 00:00:00+00:00,6502,ethereum
2015-12-03 00:00:00+00:00,6971,ethereum
2015-12-04 00:00:00+00:00,6898,ethereum
2015-12-05 00:00:00+00:00,6784,ethereum
2015-12-06 00:00:00+00:00,9103,ethereum
2015-12-07 00:00:00+00:00,7141,ethereum
2015-12-08 00:00:00+00:00,6697,ethereum
2015-12-09 00:00:00+00:00,7001,ethereum
2015-12-10 00:00:00+00:00,7444,ethereum
2015-12-11 00:00:00+00:00,8105,ethereum
2015-12-12 00:00:00+00:00,8205,ethereum
2015-12-13 00:00:00+00:00,7426,ethereum
2015-12-14 00:00:00+00:00,15550,ethereum
2015-12-15 00:00:00+00:00,21098,ethereum
2015-12-16 00:00:00+00:00,10304,ethereum
2015-12-17 00:00:00+00:00,9612,ethereum
2015-12-18 00:00:00+00:00,9032,ethereum
2015-12-19 00:00:00+00:00,9314,ethereum
2015-12-20 00:00:00+00:00,9879,ethereum
2015-12-21 00:00:00+00:00,12063,ethereum
2015-12-22 00:00:00+00:00,21027,ethereum
2015-12-23 00:00:00+00:00,22740,ethereum
2015-12-24 00:00:00+00:00,13494,ethereum
2015-12-25 00:00:00+00:00,9521,ethereum
2015-12-26 00:00:00+00:00,10726,ethereum
2015-12-27 00:00:00+00:00,21867,ethereum
2015-12-28 00:00:00+00:00,12368,ethereum
2015-12-29 00:00:00+00:00,11358,ethereum
2015-12-30 00:00:00+00:00,21767,ethereum
2015-12-31 00:00:00+00:00,10301,ethereum
2016-01-01 00:00:00+00:00,8233,ethereum
2016-01-02 00:00:00+00:00,9164,ethereum
2016-01-03 00:00:00+00:00,9258,ethereum
2016-01-04 00:00:00+00:00,9474,ethereum
2016-01-05 00:00:00+00:00,16430,ethereum
2016-01-06 00:00:00+00:00,17074,ethereum
2016-01-07 00:00:00+00:00,22075,ethereum
2016-01-08 00:00:00+00:00,10919,ethereum
2016-01-09 00:00:00+00:00,11793,ethereum
2016-01-10 00:00:00+00:00,10320,ethereum
2016-01-11 00:00:00+00:00,10893,ethereum
2016-01-12 00:00:00+00:00,10862,ethereum
2016-01-13 00:00:00+00:00,17665,ethereum
2016-01-14 00:00:00+00:00,10653,ethereum
2016-01-15 00:00:00+00:00,9875,ethereum
2016-01-16 00:00:00+00:00,10664,ethereum
2016-01-17 00:00:00+00:00,9747,ethereum
2016-01-18 00:00:00+00:00,12916,ethereum
2016-01-19 00:00:00+00:00,13420,ethereum
2016-01-20 00:00:00+00:00,10610,ethereum
2016-01-21 00:00:00+00:00,10734,ethereum
2016-01-22 00:00:00+00:00,13848,ethereum
2016-01-23 00:00:00+00:00,11025,ethereum
2016-01-24 00:00:00+00:00,12798,ethereum
2016-01-25 00:00:00+00:00,17121,ethereum
2016-01-26 00:00:00+00:00,16511,ethereum
2016-01-27 00:00:00+00:00,18747,ethereum
2016-01-28 00:00:00+00:00,16765,ethereum
2016-01-29 00:00:00+00:00,16395,ethereum
2016-01-30 00:00:00+00:00,14661,ethereum
2016-01-31 00:00:00+00:00,14166,ethereum
2016-02-01 00:00:00+00:00,14199,ethereum
2016-02-02 00:00:00+00:00,14291,ethereum
2016-02-03 00:00:00+00:00,14274,ethereum
2016-02-04 00:00:00+00:00,14371,ethereum
2016-02-05 00:00:00+00:00,15249,ethereum
2016-02-06 00:00:00+00:00,31418,ethereum
2016-02-07 00:00:00+00:00,14264,ethereum
2016-02-08 00:00:00+00:00,14719,ethereum
2016-02-09 00:00:00+00:00,15517,ethereum
2016-02-10 00:00:00+00:00,17141,ethereum
2016-02-11 00:00:00+00:00,21440,ethereum
2016-02-12 00:00:00+00:00,18109,ethereum
2016-02-13 00:00:00+00:00,19327,ethereum
2016-02-14 00:00:00+00:00,16624,ethereum
2016-02-15 00:00:00+00:00,17159,ethereum
2016-02-16 00:00:00+00:00,17549,ethereum
2016-02-17 00:00:00+00:00,19990,ethereum
2016-02-18 00:00:00+00:00,16969,ethereum
2016-02-19 00:00:00+00:00,18412,ethereum
2016-02-20 00:00:00+00:00,16714,ethereum
2016-02-21 00:00:00+00:00,17119,ethereum
2016-02-22 00:00:00+00:00,18190,ethereum
2016-02-23 00:00:00+00:00,18482,ethereum
2016-02-24 00:00:00+00:00,19540,ethereum
2016-02-25 00:00:00+00:00,19503,ethereum
2016-02-26 00:00:00+00:00,21068,ethereum
2016-02-27 00:00:00+00:00,18981,ethereum
2016-02-28 00:00:00+00:00,19063,ethereum
2016-02-29 00:00:00+00:00,20358,ethereum
2016-03-01 00:00:00+00:00,21778,ethereum
2016-03-02 00:00:00+00:00,23562,ethereum
2016-03-03 00:00:00+00:00,24837,ethereum
2016-03-04 00:00:00+00:00,24287,ethereum
2016-03-05 00:00:00+00:00,27115,ethereum
2016-03-06 00:00:00+00:00,27661,ethereum
2016-03-07 00:00:00+00:00,23271,ethereum
2016-03-08 00:00:00+00:00,24105,ethereum
2016-03-09 00:00:00+00:00,24557,ethereum
2016-03-10 00:00:00+00:00,24814,ethereum
2016-03-11 00:00:00+00:00,23124,ethereum
2016-03-12 00:00:00+00:00,27887,ethereum
2016-03-13 00:00:00+00:00,28127,ethereum
2016-03-14 00:00:00+00:00,28528,ethereum
2016-03-15 00:00:00+00:00,29273,ethereum
2016-03-16 00:00:00+00:00,27596,ethereum
2016-03-17 00:00:00+00:00,33531,ethereum
2016-03-18 00:00:00+00:00,31821,ethereum
2016-03-19 00:00:00+00:00,34779,ethereum
2016-03-20 00:00:00+00:00,32447,ethereum
2016-03-21 00:00:00+00:00,32511,ethereum
2016-03-22 00:00:00+00:00,32890,ethereum
2016-03-23 00:00:00+00:00,31786,ethereum
2016-03-24 00:00:00+00:00,36947,ethereum
2016-03-25 00:00:00+00:00,36762,ethereum
2016-03-26 00:00:00+00:00,36646,ethereum
2016-03-27 00:00:00+00:00,29974,ethereum
2016-03-28 00:00:00+00:00,33613,ethereum
2016-03-29 00:00:00+00:00,33915,ethereum
2016-03-30 00:00:00+00:00,36767,ethereum
2016-03-31 00:00:00+00:00,32259,ethereum
2016-04-01 00:00:00+00:00,33320,ethereum
2016-04-02 00:00:00+00:00,29358,ethereum
2016-04-03 00:00:00+00:00,29588,ethereum
2016-04-04 00:00:00+00:00,34907,ethereum
2016-04-05 00:00:00+00:00,39173,ethereum
2016-04-06 00:00:00+00:00,32078,ethereum
2016-04-07 00:00:00+00:00,31893,ethereum
2016-04-08 00:00:00+00:00,34010,ethereum
2016-04-09 00:00:00+00:00,31923,ethereum
2016-04-10 00:00:00+00:00,32237,ethereum
2016-04-11 00:00:00+00:00,30327,ethereum
2016-04-12 00:00:00+00:00,34673,ethereum
2016-04-13 00:00:00+00:00,36051,ethereum
2016-04-14 00:00:00+00:00,34781,ethereum
2016-04-15 00:00:00+00:00,34959,ethereum
2016-04-16 00:00:00+00:00,30483,ethereum
2016-04-17 00:00:00+00:00,40203,ethereum
2016-04-18 00:00:00+00:00,33513,ethereum
2016-04-19 00:00:00+00:00,32622,ethereum
2016-04-20 00:00:00+00:00,32944,ethereum
2016-04-21 00:00:00+00:00,37181,ethereum
2016-04-22 00:00:00+00:00,31678,ethereum
2016-04-23 00:00:00+00:00,31845,ethereum
2016-04-24 00:00:00+00:00,34046,ethereum
2016-04-25 00:00:00+00:00,35430,ethereum
2016-04-26 00:00:00+00:00,32582,ethereum
2016-04-27 00:00:00+00:00,33847,ethereum
2016-04-28 00:00:00+00:00,34343,ethereum
2016-04-29 00:00:00+00:00,37332,ethereum
2016-04-30 00:00:00+00:00,45769,ethereum
2016-05-01 00:00:00+00:00,39578,ethereum
2016-05-02 00:00:00+00:00,41748,ethereum
2016-05-03 00:00:00+00:00,37821,ethereum
2016-05-04 00:00:00+00:00,37484,ethereum
2016-05-05 00:00:00+00:00,38707,ethereum
2016-05-06 00:00:00+00:00,41271,ethereum
2016-05-07 00:00:00+00:00,35864,ethereum
2016-05-08 00:00:00+00:00,40063,ethereum
2016-05-09 00:00:00+00:00,38560,ethereum
2016-05-10 00:00:00+00:00,40684,ethereum
2016-05-11 00:00:00+00:00,40811,ethereum
2016-05-12 00:00:00+00:00,45002,ethereum
2016-05-13 00:00:00+00:00,47739,ethereum
2016-05-14 00:00:00+00:00,45745,ethereum
2016-05-15 00:00:00+00:00,43073,ethereum
2016-05-16 00:00:00+00:00,37424,ethereum
2016-05-17 00:00:00+00:00,40309,ethereum
2016-05-18 00:00:00+00:00,46033,ethereum
2016-05-19 00:00:00+00:00,44523,ethereum
2016-05-20 00:00:00+00:00,45177,ethereum
2016-05-21 00:00:00+00:00,43621,ethereum
2016-05-22 00:00:00+00:00,38895,ethereum
2016-05-23 00:00:00+00:00,43806,ethereum
2016-05-24 00:00:00+00:00,42911,ethereum
2016-05-25 00:00:00+00:00,46443,ethereum
2016-05-26 00:00:00+00:00,51147,ethereum
2016-05-27 00:00:00+00:00,49006,ethereum
2016-05-28 00:00:00+00:00,70148,ethereum
2016-05-29 00:00:00+00:00,45890,ethereum
2016-05-30 00:00:00+00:00,42927,ethereum
2016-05-31 00:00:00+00:00,44386,ethereum
2016-06-01 00:00:00+00:00,42221,ethereum
2016-06-02 00:00:00+00:00,39666,ethereum
2016-06-03 00:00:00+00:00,39834,ethereum
2016-06-04 00:00:00+00:00,37875,ethereum
2016-06-05 00:00:00+00:00,37896,ethereum
2016-06-06 00:00:00+00:00,38957,ethereum
2016-06-07 00:00:00+00:00,46141,ethereum
2016-06-08 00:00:00+00:00,40433,ethereum
2016-06-09 00:00:00+00:00,39854,ethereum
2016-06-10 00:00:00+00:00,40145,ethereum
2016-06-11 00:00:00+00:00,36901,ethereum
2016-06-12 00:00:00+00:00,42581,ethereum
2016-06-13 00:00:00+00:00,46185,ethereum
2016-06-14 00:00:00+00:00,50335,ethereum
2016-06-15 00:00:00+00:00,43251,ethereum
2016-06-16 00:00:00+00:00,43392,ethereum
2016-06-17 00:00:00+00:00,66558,ethereum
2016-06-18 00:00:00+00:00,63083,ethereum
2016-06-19 00:00:00+00:00,51035,ethereum
2016-06-20 00:00:00+00:00,47118,ethereum
2016-06-21 00:00:00+00:00,47323,ethereum
2016-06-22 00:00:00+00:00,48615,ethereum
2016-06-23 00:00:00+00:00,41908,ethereum
2016-06-24 00:00:00+00:00,45331,ethereum
2016-06-25 00:00:00+00:00,36684,ethereum
2016-06-26 00:00:00+00:00,41613,ethereum
2016-06-27 00:00:00+00:00,39663,ethereum
2016-06-28 00:00:00+00:00,43089,ethereum
2016-06-29 00:00:00+00:00,49897,ethereum
2016-06-30 00:00:00+00:00,63952,ethereum
2016-07-01 00:00:00+00:00,40085,ethereum
2016-07-02 00:00:00+00:00,39257,ethereum
2016-07-03 00:00:00+00:00,39757,ethereum
2016-07-04 00:00:00+00:00,39950,ethereum
2016-07-05 00:00:00+00:00,39270,ethereum
2016-07-06 00:00:00+00:00,37900,ethereum
2016-07-07 00:00:00+00:00,40433,ethereum
2016-07-08 00:00:00+00:00,42506,ethereum
2016-07-09 00:00:00+00:00,40410,ethereum
2016-07-10 00:00:00+00:00,39358,ethereum
2016-07-11 00:00:00+00:00,38582,ethereum
2016-07-12 00:00:00+00:00,40811,ethereum
2016-07-13 00:00:00+00:00,35740,ethereum
2016-07-14 00:00:00+00:00,42809,ethereum
2016-07-15 00:00:00+00:00,41110,ethereum
2016-07-16 00:00:00+00:00,38062,ethereum
2016-07-17 00:00:00+00:00,33914,ethereum
2016-07-18 00:00:00+00:00,39198,ethereum
2016-07-19 00:00:00+00:00,44184,ethereum
2016-07-20 00:00:00+00:00,50631,ethereum
2016-07-21 00:00:00+00:00,44882,ethereum
2016-07-22 00:00:00+00:00,48458,ethereum
2016-07-23 00:00:00+00:00,45006,ethereum
2016-07-24 00:00:00+00:00,58215,ethereum
2016-07-25 00:00:00+00:00,54856,ethereum
2016-07-26 00:00:00+00:00,61930,ethereum
2016-07-27 00:00:00+00:00,53035,ethereum
2016-07-28 00:00:00+00:00,48555,ethereum
2016-07-29 00:00:00+00:00,47243,ethereum
2016-07-30 00:00:00+00:00,42011,ethereum
2016-07-31 00:00:00+00:00,48749,ethereum
2016-08-01 00:00:00+00:00,45978,ethereum
2016-08-02 00:00:00+00:00,49041,ethereum
2016-08-03 00:00:00+00:00,49475,ethereum
2016-08-04 00:00:00+00:00,46761,ethereum
2016-08-05 00:00:00+00:00,43212,ethereum
2016-08-06 00:00:00+00:00,41487,ethereum
2016-08-07 00:00:00+00:00,42955,ethereum
2016-08-08 00:00:00+00:00,42984,ethereum
2016-08-09 00:00:00+00:00,47057,ethereum
2016-08-10 00:00:00+00:00,46290,ethereum
2016-08-11 00:00:00+00:00,48171,ethereum
2016-08-12 00:00:00+00:00,44400,ethereum
2016-08-13 00:00:00+00:00,41088,ethereum
2016-08-14 00:00:00+00:00,40577,ethereum
2016-08-15 00:00:00+00:00,42302,ethereum
2016-08-16 00:00:00+00:00,48949,ethereum
2016-08-17 00:00:00+00:00,44867,ethereum
2016-08-18 00:00:00+00:00,47799,ethereum
2016-08-19 00:00:00+00:00,42948,ethereum
2016-08-20 00:00:00+00:00,41318,ethereum
2016-08-21 00:00:00+00:00,42543,ethereum
2016-08-22 00:00:00+00:00,44250,ethereum
2016-08-23 00:00:00+00:00,48430,ethereum
2016-08-24 00:00:00+00:00,46821,ethereum
2016-08-25 00:00:00+00:00,49868,ethereum
2016-08-26 00:00:00+00:00,47292,ethereum
2016-08-27 00:00:00+00:00,47938,ethereum
2016-08-28 00:00:00+00:00,42607,ethereum
2016-08-29 00:00:00+00:00,45510,ethereum
2016-08-30 00:00:00+00:00,46979,ethereum
2016-08-31 00:00:00+00:00,45846,ethereum
2016-09-01 00:00:00+00:00,47491,ethereum
2016-09-02 00:00:00+00:00,55413,ethereum
2016-09-03 00:00:00+00:00,44792,ethereum
2016-09-04 00:00:00+00:00,48128,ethereum
2016-09-05 00:00:00+00:00,42667,ethereum
2016-09-06 00:00:00+00:00,49102,ethereum
2016-09-07 00:00:00+00:00,48701,ethereum
2016-09-08 00:00:00+00:00,55970,ethereum
2016-09-09 00:00:00+00:00,53918,ethereum
2016-09-10 00:00:00+00:00,42875,ethereum
2016-09-11 00:00:00+00:00,43345,ethereum
2016-09-12 00:00:00+00:00,45123,ethereum
2016-09-13 00:00:00+00:00,42591,ethereum
2016-09-14 00:00:00+00:00,53859,ethereum
2016-09-15 00:00:00+00:00,52622,ethereum
2016-09-16 00:00:00+00:00,57532,ethereum
2016-09-17 00:00:00+00:00,46882,ethereum
2016-09-18 00:00:00+00:00,37893,ethereum
2016-09-19 00:00:00+00:00,40505,ethereum
2016-09-20 00:00:00+00:00,54067,ethereum
2016-09-21 00:00:00+00:00,44549,ethereum
2016-09-22 00:00:00+00:00,52657,ethereum
2016-09-23 00:00:00+00:00,35219,ethereum
2016-09-24 00:00:00+00:00,43418,ethereum
2016-09-25 00:00:00+00:00,38713,ethereum
2016-09-26 00:00:00+00:00,43514,ethereum
2016-09-27 00:00:00+00:00,46817,ethereum
2016-09-28 00:00:00+00:00,42797,ethereum
2016-09-29 00:00:00+00:00,40416,ethereum
2016-09-30 00:00:00+00:00,35836,ethereum
2016-10-01 00:00:00+00:00,53076,ethereum
2016-10-02 00:00:00+00:00,51105,ethereum
2016-10-03 00:00:00+00:00,47672,ethereum
2016-10-04 00:00:00+00:00,56662,ethereum
2016-10-05 00:00:00+00:00,41719,ethereum
2016-10-06 00:00:00+00:00,36826,ethereum
2016-10-07 00:00:00+00:00,43708,ethereum
2016-10-08 00:00:00+00:00,37690,ethereum
2016-10-09 00:00:00+00:00,43940,ethereum
2016-10-10 00:00:00+00:00,44940,ethereum
2016-10-11 00:00:00+00:00,41053,ethereum
2016-10-12 00:00:00+00:00,30002,ethereum
2016-10-13 00:00:00+00:00,32244,ethereum
2016-10-14 00:00:00+00:00,42006,ethereum
2016-10-15 00:00:00+00:00,33662,ethereum
2016-10-16 00:00:00+00:00,34990,ethereum
2016-10-17 00:00:00+00:00,38136,ethereum
2016-10-18 00:00:00+00:00,51898,ethereum
2016-10-19 00:00:00+00:00,38497,ethereum
2016-10-20 00:00:00+00:00,43438,ethereum
2016-10-21 00:00:00+00:00,57780,ethereum
2016-10-22 00:00:00+00:00,37772,ethereum
2016-10-23 00:00:00+00:00,35364,ethereum
2016-10-24 00:00:00+00:00,52547,ethereum
2016-10-25 00:00:00+00:00,47610,ethereum
2016-10-26 00:00:00+00:00,45158,ethereum
2016-10-27 00:00:00+00:00,44353,ethereum
2016-10-28 00:00:00+00:00,41522,ethereum
2016-10-29 00:00:00+00:00,40011,ethereum
2016-10-30 00:00:00+00:00,39435,ethereum
2016-10-31 00:00:00+00:00,45031,ethereum
2016-11-01 00:00:00+00:00,49025,ethereum
2016-11-02 00:00:00+00:00,43519,ethereum
2016-11-03 00:00:00+00:00,42346,ethereum
2016-11-04 00:00:00+00:00,32572,ethereum
2016-11-05 00:00:00+00:00,37690,ethereum
2016-11-06 00:00:00+00:00,34391,ethereum
2016-11-07 00:00:00+00:00,41941,ethereum
2016-11-08 00:00:00+00:00,41569,ethereum
2016-11-09 00:00:00+00:00,40517,ethereum
2016-11-10 00:00:00+00:00,40164,ethereum
2016-11-11 00:00:00+00:00,41070,ethereum
2016-11-12 00:00:00+00:00,40882,ethereum
2016-11-13 00:00:00+00:00,43673,ethereum
2016-11-14 00:00:00+00:00,43876,ethereum
2016-11-15 00:00:00+00:00,45330,ethereum
2016-11-16 00:00:00+00:00,41684,ethereum
2016-11-17 00:00:00+00:00,40738,ethereum
2016-11-18 00:00:00+00:00,43785,ethereum
2016-11-19 00:00:00+00:00,39289,ethereum
2016-11-20 00:00:00+00:00,42125,ethereum
2016-11-21 00:00:00+00:00,42735,ethereum
2016-11-22 00:00:00+00:00,53585,ethereum
2016-11-23 00:00:00+00:00,64289,ethereum
2016-11-24 00:00:00+00:00,36861,ethereum
2016-11-25 00:00:00+00:00,58075,ethereum
2016-11-26 00:00:00+00:00,40804,ethereum
2016-11-27 00:00:00+00:00,44449,ethereum
2016-11-28 00:00:00+00:00,48388,ethereum
2016-11-29 00:00:00+00:00,47036,ethereum
2016-11-30 00:00:00+00:00,39178,ethereum
2016-12-01 00:00:00+00:00,37121,ethereum
2016-12-02 00:00:00+00:00,41642,ethereum
2016-12-03 00:00:00+00:00,41357,ethereum
2016-12-04 00:00:00+00:00,39643,ethereum
2016-12-05 00:00:00+00:00,41613,ethereum
2016-12-06 00:00:00+00:00,48200,ethereum
2016-12-07 00:00:00+00:00,41757,ethereum
2016-12-08 00:00:00+00:00,39587,ethereum
2016-12-09 00:00:00+00:00,41444,ethereum
2016-12-10 00:00:00+00:00,40564,ethereum
2016-12-11 00:00:00+00:00,39164,ethereum
2016-12-12 00:00:00+00:00,38741,ethereum
2016-12-13 00:00:00+00:00,44664,ethereum
2016-12-14 00:00:00+00:00,47294,ethereum
2016-12-15 00:00:00+00:00,46102,ethereum
2016-12-16 00:00:00+00:00,43953,ethereum
2016-12-17 00:00:00+00:00,39442,ethereum
2016-12-18 00:00:00+00:00,36640,ethereum
2016-12-19 00:00:00+00:00,45599,ethereum
2016-12-20 00:00:00+00:00,44241,ethereum
2016-12-21 00:00:00+00:00,50793,ethereum
2016-12-22 00:00:00+00:00,55173,ethereum
2016-12-23 00:00:00+00:00,44391,ethereum
2016-12-24 00:00:00+00:00,37757,ethereum
2016-12-25 00:00:00+00:00,36601,ethereum
2016-12-26 00:00:00+00:00,34565,ethereum
2016-12-27 00:00:00+00:00,42370,ethereum
2016-12-28 00:00:00+00:00,43386,ethereum
2016-12-29 00:00:00+00:00,46546,ethereum
2016-12-30 00:00:00+00:00,44561,ethereum
2016-12-31 00:00:00+00:00,41220,ethereum
2017-01-01 00:00:00+00:00,38730,ethereum
2017-01-02 00:00:00+00:00,39652,ethereum
2017-01-03 00:00:00+00:00,45883,ethereum
2017-01-04 00:00:00+00:00,50673,ethereum
2017-01-05 00:00:00+00:00,49596,ethereum
2017-01-06 00:00:00+00:00,43804,ethereum
2017-01-07 00:00:00+00:00,43622,ethereum
2017-01-08 00:00:00+00:00,42727,ethereum
2017-01-09 00:00:00+00:00,46188,ethereum
2017-01-10 00:00:00+00:00,48179,ethereum
2017-01-11 00:00:00+00:00,45221,ethereum
2017-01-12 00:00:00+00:00,50589,ethereum
2017-01-13 00:00:00+00:00,50833,ethereum
2017-01-14 00:00:00+00:00,42044,ethereum
2017-01-15 00:00:00+00:00,41748,ethereum
2017-01-16 00:00:00+00:00,45375,ethereum
2017-01-17 00:00:00+00:00,46671,ethereum
2017-01-18 00:00:00+00:00,44994,ethereum
2017-01-19 00:00:00+00:00,43628,ethereum
2017-01-20 00:00:00+00:00,45775,ethereum
2017-01-21 00:00:00+00:00,43302,ethereum
2017-01-22 00:00:00+00:00,47432,ethereum
2017-01-23 00:00:00+00:00,46076,ethereum
2017-01-24 00:00:00+00:00,50414,ethereum
2017-01-25 00:00:00+00:00,46256,ethereum
2017-01-26 00:00:00+00:00,46856,ethereum
2017-01-27 00:00:00+00:00,46680,ethereum
2017-01-28 00:00:00+00:00,45189,ethereum
2017-01-29 00:00:00+00:00,42509,ethereum
2017-01-30 00:00:00+00:00,45369,ethereum
2017-01-31 00:00:00+00:00,43649,ethereum
2017-02-01 00:00:00+00:00,44541,ethereum
2017-02-02 00:00:00+00:00,43709,ethereum
2017-02-03 00:00:00+00:00,42778,ethereum
2017-02-04 00:00:00+00:00,45410,ethereum
2017-02-05 00:00:00+00:00,46542,ethereum
2017-02-06 00:00:00+00:00,47306,ethereum
2017-02-07 00:00:00+00:00,51866,ethereum
2017-02-08 00:00:00+00:00,51089,ethereum
2017-02-09 00:00:00+00:00,47873,ethereum
2017-02-10 00:00:00+00:00,52222,ethereum
2017-02-11 00:00:00+00:00,46560,ethereum
2017-02-12 00:00:00+00:00,45319,ethereum
2017-02-13 00:00:00+00:00,55990,ethereum
2017-02-14 00:00:00+00:00,58298,ethereum
